Nome,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010
AUAIZER CASTELÃO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUGUSTO,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0
AUGUSTO HENRIQUE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AUGUSTO VIANA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AUMAYU JURUNA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AURORA,12329,8299,4545,978,625,304,0,0,0,0,0,0,0,0,0
AURORA GRANZOTTO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AURORA MASETTI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AVERBACAO,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
AVILA BORGES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AVILA FIGUEIREDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AVILA KLAYNE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AWAETE PARAKANÃ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AWAIPE PARAKANÃ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AWAITAPEIW SURUÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AWARI A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AWE PARAKANÃ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AXEL DAVID,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AXEL TOMAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AYARA VALIENTE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AYCHA MIRELLY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AYLA,5076,1663,1086,378,0,0,0,0,0,0,0,0,0,0,0
AYLA DAMASCENO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYLA ODELISA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYLA RAMAJO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AYLA SOFIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYLA YASMIM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AYLEEN SEGGER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AYLLA,1564,1697,1717,563,0,0,0,0,0,0,0,0,0,0,0
AYLLA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYLLA MARIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AYLLA NOVAIS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AYLLA SOPHIA,451,387,69,0,0,143,59,45,39,0,0,0,0,0,0
AYLLA SUZAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AYLLA VICTORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYLLA VITORIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AYLLANA HILARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AYLLANA RAPHAELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AYMEE ROSA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AYRON DAVI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AYSHA ELOIZA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYSHA EMANUELLY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AYUMI ALVARENGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
AYXA FERNANDA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AZIZA JANAINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AZUME ANA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BABI KUYUMJIAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BABITA KAMPA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BAIAN SALEH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BAKASANY KULINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BANDIEL LESCANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BARBARA EMANUELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BARBARA SALVADOR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BARBARA SOFIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BARTOLA CRISTINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEATRIZ,0,814,949,1531,1469,0,0,278,1135,1697,34,8,4,7,8
BEATRIZ ALCÂNTARA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BEATRIZ ANDREIS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BEATRIZ ANTONIO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BEATRIZ ARAÚJO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BEATRIZ CARBONERA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BEATRIZ CAVALCANTE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BEATRIZ CAVALIERI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BEATRIZ CHISMAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BEATRIZ EMANUELE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BEATRIZ HASHIMOTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEATRIZ LORRANNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEATRIZ LUANA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BEATRIZ MARIA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
BEATRIZ MEDINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEATRIZ NAOMY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BEATRIZ OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BEATRIZ POLETTO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BEATRIZ QUEIROZ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BEATRIZ RESPLANDES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BEATRIZ RISTOW,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BEATRIZ SERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEATRIZ VITORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BEATRIZ VITÓRIA,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
BENI CHISMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BENICIO,12852,11145,10051,9472,9363,85,0,0,0,0,0,0,0,0,0
BENICIO SANUMÃ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BENJAMIM,552,362,808,718,730,0,110,0,0,0,0,0,0,0,0
BENJAMIM HANRY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BENJAMIM LOBO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BENJAMIN,1284,2185,2567,3923,4655,271,639,95,6,1,0,0,0,0,0
BENJAMIN ANGEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BENJAMIN BATISTA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BENJAMIN GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BENJAMIN MAZER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BENJAMIN QUEIROZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BENJAMIN REAGAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BENJAMIN ROSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BENJAMIN VAZ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BENJAMYN JOSÉ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BENTO,1226,382,0,0,0,0,0,0,0,0,0,0,0,0,0
BENÍCIO FILGUEIRAS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BEP-NHIKENHTI XIKRIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BEPITI KAYAPÓ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEPK ADJURU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BEPTYKTI KAYAPÓ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BERNARDO,15973,16528,16894,17115,19024,4833,9734,5707,4847,3879,71,1,4,0,0
BERNARDO AMARAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BERNARDO ANDRÉ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BERNARDO AUGUSTO,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
BERNARDO FORECHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BERNARDO HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BERNARDO PAZELLO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BERNARDO PIETRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BERNARDO ROCHA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BERNARDO TADHEU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BETO FRANCISCO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIANCA,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1
BIANCA BORRÁS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BIANCA CAELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIANCA GUARINELLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIANCA LENNY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIANCA LETÍCIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIANCA LEÃO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIANCA MARIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BIANCA MARIANO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIANCA MARIE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BIANCA PASSAMAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIANCA POLIS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIANCA PRADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIANCA REGINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BIANCA TRACY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIANCA TURCHETTA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIANCA VICENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIANCA VICTHÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIANCA VITORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BIANCAKETULLY ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BIANK GABRYELLE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIANNCA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BIARA CALAZANS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIENA MARY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BLUMA FIORI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOAZ ALFREDO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BODI ARMANDO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BONIFÁCIO DELGADILHO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRAIAN DENER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRAIAN EDUARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRASIANE YANOMAMI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRAULIO MEZA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRAYAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRAYAN ARI,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRAYAN BRAW,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRAYAN CRISTIAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRAYAN EDUARDO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRAYAN LUIZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRAYAN MOISÉS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRAYAN RONIÊ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRAYAN VICENTE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENDA ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRENDA BIANCA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENDA ELOYSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENDA HAYONE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENDA MAIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRENDA MELINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENDA REBECA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRENDA SOPHIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRENDA TAÍSSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRENDA VITORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENDA VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BRENDO ISNARDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRENDO LEODOMIRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENDO MATIAS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRENDO PORTELA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRENNA SENA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRENNO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BRENO,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
BRENO ANDRÉ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRENO DIEGO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRENO JOSÉ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRENO KALEB,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
BRENO MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRENO PEDRINI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRENO RAFAEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRENO ROBERTH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRENO XAVIER,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRIANNA ALISON,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRIDIELI OLIVEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
BRUNA ALMEIDA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA APARECIDA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNA CAMERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNA CARLA,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BRUNA CLAIRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA CONCEIÇÃO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA EDUARDA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
BRUNA EMANUELE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA ERASMUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA FORZZA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRUNA GEREMIAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNA HELOÍSA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNA KARLA,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
BRUNA MANUELA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNA MOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNA NERES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNA PIZZATO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNA REGINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRUNA RIKELY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNA RUANE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNA SÃO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA VITORIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNA VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BRUNELLE BELEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNIELI CHAMORRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNNA AYLA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNNA MANOELA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNNO HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNO,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1
BRUNO AMARAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNO BENITES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRUNO CAIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNO CARLOS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNO DAL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNO EZEQUIEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNO FREITAS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
BRUNO GONÇALVES,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNO HENRIQUE,0,0,0,0,253,202,0,0,0,0,0,3,1,1,0
BRUNO ISAQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNO KAIZER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNO LEAL,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BRUNO LUCAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNO MATHEUS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BRUNO NICOLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNO OTAVIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNO PILAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNO RAPHAEL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRUNO SAMUEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRUNO TERTO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRUNO THAYLOR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNO VERÇOSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRUNO VESPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BRUNO VILEFORT,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BRYAN,0,635,637,751,763,0,401,0,0,0,2,1,0,0,2
BRYAN COSTA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BRYAN DIULIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BRYAN FILIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
BRYAN MIKAEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BRYAN PIERRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BURAHI KARAJÁ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BUTI KAYAPÓ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BÁRBARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BÁRBARA CRISTAL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BÁRBARA CRISTINA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
BÁRBARA HADASSA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BÁRBARA KELER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BÁRBARA MANUELA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BÁRBARA VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAETANO BATISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAETANO RIZZI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAIANE AGUIAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAIENE GEOVANA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAILANY MIRELLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
CAIO,0,0,0,0,0,0,0,0,0,0,5,2,0,0,2
CAIO ALEX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAIO BRUNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAIO COLUCCI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAIO EDUARDO,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
CAIO FILIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAIO GABRIEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAIO HENRIQUE,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CAIO JUNO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAIO KRONEMBERGER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAIO LUCAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAIO MAIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAIO MIGUEL,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
CAIO THIAGO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAIO VICTOR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAIO VINICIOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAIQUE ANTONIO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAIQUI ÊH\'CRÔC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAIUÃ BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CALEB APRÍGIO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CALEB MIGUEL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CALEBE,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
CALEBE EDGAR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CALINE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAMILA,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1
CAMILA ANTONELLO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAMILA ANTONIELY,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAMILA CUBAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAMILA FERNANDA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAMILA KLIPPEL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAMILA KRONEMBERGER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAMILA MILENA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAMILA PINHEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAMILA RANGEL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAMILA VITORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAMILA VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAMILE VICTÓRIA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAMILE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CAMILLA ELEN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CAMILLA ELISE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CAMILLE VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CAMILLI VITÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CAMILLY GONZALEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARIANE MARIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARINE GABRIELA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARINE WAUTOMOWEHO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CARIXNALLI GRIG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CARLA BEATRIZ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLA ESTHEFANY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARLA GABIATTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CARLA KRONEMBERGER,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARLA LOUÍSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLA SUELEM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLA VICTÓRIA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLA YASMIM,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
CARLI ALICY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLITO KARAI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CARLO LUIGGI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CARLOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARLOS ABILIO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARLOS ADRIANO,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
CARLOS ADRYAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS ALBERTO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARLOS ALEXANDRE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CARLOS ALLAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLOS ANDRE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLOS ANDRÉ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
CARLOS ANTÔNIO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CARLOS ARILO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CARLOS AUGUSTO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS DANIEL,0,0,0,0,0,0,0,7,0,116,6,8,3,2,1
CARLOS DAVID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CARLOS DONIZETE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CARLOS EDNELSON,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CARLOS EDUADO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CARLOS EDUARDO,0,0,0,0,0,556,646,416,869,2041,148,17,26,13,11
